Source_language,target_language,article_count,translators
ko,ja,103,40
ko,ka,1,1
ko,km,2,1
ko,ky,1,1
ko,lv,1,1
ko,my,4,2
ko,ne,1,1
ko,nl,1,1
ko,pl,8,1
ko,pt,5,3
ko,simple,1,1
ko,ta,2,2
ko,tg,1,1
ko,tr,1,1
ko,uk,1,1
ko,uz,19,7
ko,vi,1,1
ko,zh,35,24
ku,ar,2,1
ku,ckb,7,7
ku,da,1,1
ku,de,4,4
ku,diq,1,1
ku,en,8,7
ku,eo,1,1
ku,fa,8,7
ku,tr,5,4
kw,en,2,2
ky,ba,1,1
ky,en,4,3
ky,fa,1,1
ky,kk,3,1
ky,ru,8,7
ky,simple,1,1
ky,tg,2,1
ky,tr,2,2
la,en,4,4
la,ko,1,1
la,sh,2,1
la,sq,12,2
lb,cs,2,1
lb,de,11,8
lb,en,3,3
lb,et,1,1
lb,fr,6,5
lb,jbo,1,1
lg,ar,1,1
lg,en,1,1
li,nl,1,1
lmo,it,1,1
lmo,ru,1,1
lmo,scn,1,1
ln,fr,1,1
ln,kg,1,1
lo,en,3,3
lo,my,1,1
lo,zh,1,1
lt,be,1,1
lt,de,2,2
lt,en,35,33
lt,es,2,2
lt,et,1,1
lt,fa,1,1
lt,nl,1,1
lt,pl,7,6
lt,ru,20,18
lt,ss,1,1
lt,uk,1,1
ltg,ur,1,1
lv,ady,1,1
lv,cs,2,2
lv,de,3,3
lv,el,1,1
lv,en,30,29
lv,gl,1,1
lv,lt,11,3
lv,nb,1,1
lv,nl,1,1
lv,nn,1,1
lv,pl,3,2
lv,ru,8,8
lv,sh,1,1
lv,tt,1,1
lzh,zh,1,1
mai,en,2,2
mg,ru,1,1
mi,en,2,2
min,id,3,1
mk,bg,3,3
mk,de,2,2
mk,el,4,3
mk,en,30,22
mk,es,1,1
mk,fr,2,2
mk,hr,1,1
mk,id,1,1
mk,rup,11,8
mk,si,1,1
mk,sq,1,1
mk,sr,24,4
mk,tr,3,3
mk,uk,1,1
ml,ar,1,1
ml,bn,1,1
ml,ca,1,1
ml,en,29,25
ml,eo,1,1
ml,haw,1,1
ml,hi,2,2
ml,ja,4,4
ml,kn,2,2
ml,ta,3,3
ml,te,1,1
ml,zh,1,1
mn,en,11,11
mn,kk,1,1
mn,ko,1,1
mn,ru,1,1
mn,zh,1,1
mni,en,1,1
mr,af,1,1
mr,ban,1,1
mr,ckb,1,1
mr,en,19,16
mr,gu,1,1
mr,or,1,1
mr,pt,1,1
mr,ru,1,1
mr,sa,2,2
mr,smn,1,1
mr,ur,1,1
ms,ang,1,1
ms,ar,2,2
ms,be,1,1
ms,de,2,2
ms,en,80,73
ms,et,1,1
ms,id,27,23
ms,ilo,1,1
ms,ja,2,2
ms,kk,1,1
ms,ku,1,1
ms,lez,1,1
ms,pt,1,1
ms,ta,3,3
ms,th,3,3
ms,trv,1,1
ms,uz,1,1
ms,zh,14,10
mt,en,3,2
mt,es,1,1
my,de,1,1
my,en,13,12
my,ja,1,1
my,jv,1,1
my,km,1,1
my,ko,2,2
my,pl,1,1
my,shn,1,1
my,zh,1,1
mzn,ckb,2,2
mzn,en,1,1
mzn,fa,8,7
mzn,haw,1,1
nah,es,2,2
nan,simple,1,1
nap,en,1,1
nap,it,2,2
nb,ar,2,1
nb,da,4,4
nb,de,1,1
nb,el,1,1
nb,en,27,24
nb,es,1,1
nb,fr,17,6
nb,he,5,2
nb,it,3,3
nb,nl,1,1
nb,nn,22,11
nb,pl,2,1
nb,ru,1,1
nb,smn,8,1
nb,sv,9,6
nb,th,1,1
nb,tr,1,1
nb,zh,1,1
nds,bar,1,1
nds,de,1,1
nds-nl,bar,1,1
ne,en,22,17
ne,hi,2,2
ne,kn,1,1
ne,or,1,1
new,hi,1,1
nl,af,1,1
nl,ar,1,1
nl,ary,1,1
nl,bn,1,1
nl,bs,1,1
nl,ca,3,1
nl,cs,15,5
nl,de,16,14
nl,el,1,1
nl,en,162,138
nl,eo,3,3
nl,es,15,12
nl,fa,4,4
nl,fr,38,28
nl,fy,9,6
nl,gl,1,1
nl,he,1,1
nl,id,5,5
nl,it,8,7
nl,ja,8,5
nl,kg,2,1
nl,ksh,2,1
nl,lb,1,1
nl,li,2,2
nl,nb,1,1
nl,nds-nl,1,1
nl,oc,1,1
nl,pap,3,3
nl,pdc,1,1
nl,pl,3,3
nl,ps,1,1
nl,pt,7,6
nl,ru,6,4
nl,sh,1,1
nl,smn,1,1
nl,sq,1,1
nl,sr,2,1
nl,tr,4,4
nl,uk,3,3
nl,ur,1,1
nl,uz,1,1
nn,cs,1,1
nn,en,4,4
nn,fr,2,2
nn,ja,2,2
nn,nb,7,7
nn,ru,1,1
nn,sv,2,2
no,en,3,2
no,it,1,1
no,nl,1,1
nqo,fa,1,1
ny,en,1,1
oc,ca,5,3
oc,en,1,1
oc,eu,2,1
oc,gl,1,1
oc,ja,1,1
om,am,2,1
om,en,7,5
om,gl,1,1
om,ti,1,1
or,en,6,6
or,hi,1,1
or,pt,1,1
os,en,1,1
os,uz,1,1
pa,en,15,4
pa,hi,2,2
pa,pnb,2,1
pa,ur,1,1
pcd,en,1,1
pcm,ig,1,1
pdc,en,1,1
pl,ar,2,2
pl,az,5,2
pl,ba,1,1
pl,be,6,5
pl,bg,1,1
pl,ca,1,1
pl,co,1,1
pl,crh-latn,1,1
pl,cs,22,13
pl,csb,1,1
pl,cy,2,1
pl,de,9,9
pl,el,5,2
pl,en,146,109
pl,eo,12,4
pl,es,2,2
pl,fa,1,1
pl,fr,18,16
pl,ga,5,2
pl,gl,1,1
pl,he,1,1
pl,hsb,1,1
pl,ht,1,1
pl,hu,1,1
pl,it,12,4
pl,ja,18,10
pl,ka,3,1
pl,ko,1,1
pl,ku,1,1
pl,lt,1,1
pl,mk,3,2
pl,nl,1,1
pl,pt,2,2
pl,ro,2,2
pl,ru,28,17
pl,sh,1,1
pl,sl,1,1
pl,sr,11,3
pl,sv,4,4
pl,szl,11,5
pl,tr,67,4
pl,tt,1,1
pl,uk,67,29
pl,ur,1,1
pl,vi,2,2
pl,zh,4,3
pnb,en,1,1
pnb,ps,1,1
ps,arz,1,1
ps,en,3,3
ps,es,1,1
ps,fa,3,2
ps,hi,1,1
ps,mzn,1,1
ps,pl,1,1
ps,ru,1,1
ps,tg,1,1
ps,uz,1,1
ps,zh,1,1
pt,ace,2,1
pt,an,1,1
pt,ar,6,4
pt,ary,2,2
pt,arz,1,1
pt,as,1,1
pt,ast,1,1
pt,atj,1,1
pt,az,2,2
pt,ban,1,1
pt,bho,1,1
pt,bn,2,2
pt,ca,12,6
pt,ceb,1,1
pt,co,1,1
pt,cs,3,1
pt,da,1,1
pt,de,12,9
pt,el,1,1
pt,en,443,382
pt,eo,5,5
pt,es,107,70
pt,eu,2,2
pt,ext,1,1
pt,fa,2,2
pt,fi,1,1
pt,fr,44,37
pt,fy,1,1
pt,gl,20,13
pt,gn,1,1
pt,gu,1,1
pt,haw,2,1
pt,he,3,1
pt,hi,1,1
pt,hr,3,2
pt,hu,1,1
pt,id,17,2
pt,io,2,1
pt,is,1,1
pt,it,16,16
pt,ja,5,5
pt,kl,1,1
pt,ko,4,3
pt,kw,1,1
pt,la,2,2
pt,li,1,1
pt,lij,1,1
pt,mi,2,1
pt,mt,1,1
pt,mwl,1,1
pt,my,1,1
pt,nb,1,1
pt,ne,1,1
pt,new,2,2
pt,nl,2,2
pt,nn,1,1
pt,nqo,1,1
pt,oc,1,1
pt,pa,1,1
pt,pdc,1,1
pt,pl,1,1
pt,ro,3,3
pt,ru,4,4
pt,sco,1,1
pt,sd,1,1
pt,sh,3,2
pt,simple,1,1
pt,srn,1,1
pt,sv,1,1
pt,th,2,1
pt,tl,1,1
pt,tr,150,9
pt,uk,2,2
pt,uz,2,2
pt,vec,2,2
pt,vi,2,1
pt,vo,3,2
pt,zh,3,3
pt,zu,1,1
pwn,en,1,1
qu,en,2,1
qu,es,1,1
qu,uk,1,1
rm,en,1,1
ro,az,1,1
ro,bg,1,1
ro,br,1,1
ro,ca,1,1
ro,cs,1,1
ro,da,1,1
ro,de,2,2
ro,el,1,1
ro,en,91,80
ro,es,11,6
ro,fr,4,4
ro,hi,2,2
ro,hu,1,1
ro,it,7,4
ro,ja,1,1
ro,ml,1,1
ro,nb,2,1
ro,oc,1,1
ro,or,2,2
ro,pl,2,2
ro,ru,2,2
ro,simple,1,1
ro,sk,1,1
ro,sr,8,2
ro,tr,2,2
ro,uk,2,2
ro,vo,1,1
ru,af,1,1
ru,ar,6,5
ru,av,1,1
ru,az,66,33
ru,ba,154,26
ru,be,268,35
ru,be-tarask,1,1
ru,bg,24,15
ru,bho,1,1
ru,ca,11,2
ru,co,2,1
ru,cs,91,7
ru,cu,2,2
ru,cv,4,4
ru,de,17,15
ru,el,14,10
ru,en,302,255
ru,eo,4,4
ru,es,33,31
ru,et,8,6
ru,eu,1,1
ru,fa,18,8
ru,fi,4,2
ru,fr,52,22
ru,gl,3,2
ru,he,21,15
ru,hi,1,1
ru,hr,2,2
ru,hu,1,1
ru,hy,84,56
ru,id,4,2
ru,ik,1,1
ru,it,23,11
ru,ja,83,20
ru,ka,33,14
ru,kaa,7,6
ru,kk,312,148
ru,ko,33,7
ru,ky,38,18
ru,la,1,1
ru,lad,1,1
ru,lez,1,1
ru,lt,8,5
ru,lv,16,11
ru,mdf,1,1
ru,mk,4,2
ru,mn,14,14
ru,mrj,1,1
ru,myv,1,1
ru,nb,1,1
ru,ne,3,1
ru,nl,3,2
ru,oc,1,1
ru,os,2,2
ru,pl,18,17
ru,pt,12,8
ru,rmy,1,1
ru,ro,10,7
ru,rue,1,1
ru,sah,2,2
ru,sh,1,1
ru,simple,4,4
ru,sq,1,1
ru,sr,221,8
ru,sv,8,4
ru,tg,77,10
ru,tk,2,2
ru,tr,23,18
ru,tt,70,17
ru,tyv,2,2
ru,udm,1,1
ru,uk,744,248
ru,uz,2340,529
ru,vep,2,1
ru,vi,3,3
ru,xal,3,2
ru,zh,11,10
rue,co,1,1
rue,ru,1,1
rue,uk,7,4
rue,ur,1,1
rup,ro,1,1
rw,en,11,7
rw,fr,6,3
sa,ja,1,1
sa,te,1,1
sah,en,1,1
sah,ru,3,3
sah,uk,1,1
sat,ur,1,1
sco,en,3,3
sco,pt,1,1
sd,en,1,1
se,smn,2,2
sgs,en,1,1
sh,bs,3,3
sh,cs,1,1
sh,en,2,1
sh,fr,1,1
sh,hr,1,1
sh,pl,3,2
sh,sr,141,1
shn,en,2,2
shn,my,1,1
si,en,11,10
simple,af,1,1
simple,am,1,1
simple,ar,3,3
simple,ary,2,2
simple,awa,1,1
simple,bn,1,1
simple,ca,5,4
simple,chr,1,1
simple,ckb,8,3
simple,cs,1,1
simple,da,1,1
simple,de,5,5
simple,en,15,14
simple,eo,2,2
simple,es,3,3
simple,et,1,1
simple,eu,1,1
simple,fa,4,3
simple,fj,1,1
simple,fr,6,6
simple,gu,1,1
simple,guw,2,1
simple,ha,1,1
simple,hi,2,2
simple,hif,1,1
simple,hyw,1,1
simple,id,1,1
simple,ie,1,1
simple,ig,2,2
simple,is,1,1
simple,it,3,3
simple,ja,15,5
simple,jv,1,1
simple,ko,1,1
simple,la,1,1
simple,lij,2,1
simple,lt,8,1
simple,my,3,3
simple,nap,1,1
simple,nb,1,1
simple,nl,2,2
simple,pa,1,1
simple,pcm,1,1
simple,pl,4,4
simple,pnb,1,1
simple,pt,3,3
simple,ro,2,2
simple,ru,1,1
simple,rue,1,1
simple,sat,2,1
simple,sco,1,1
simple,sk,1,1
simple,sq,3,1
simple,sr,1,1
simple,sv,1,1
simple,sw,5,1
simple,ta,2,2
simple,te,2,2
simple,th,4,4
simple,tpi,1,1
simple,tr,7,6
simple,ur,2,2
simple,uz,2,2
simple,vi,1,1
simple,yo,2,2
simple,yue,1,1
simple,zh,3,3
sk,cs,49,27
sk,de,2,2
sk,en,26,22
sk,es,2,1
sk,fr,1,1
sk,gl,1,1
sk,hu,11,3
sk,pl,3,2
sk,ru,2,2
sk,rue,1,1
sk,sh,1,1
sk,sr,12,1
sk,sv,1,1
sk,uk,3,3
skr,pnb,1,1
sl,ca,1,1
sl,chr,1,1
sl,cs,6,2
sl,de,11,10
sl,en,43,38
sl,fr,3,3
sl,he,1,1
sl,ja,8,8
sl,mk,2,2
sl,pl,3,2
sl,ro,2,2
sl,ru,1,1
sl,sh,4,2
sl,sr,29,4
smn,en,2,1
smn,se,1,1
sn,en,2,2
so,am,1,1
so,ar,1,1
so,de,1,1
so,en,8,5
so,om,2,1
so,pt,1,1
so,ti,1,1
so,tr,1,1
so,uz,2,1
sq,ca,1,1
sq,de,5,4
sq,el,1,1
sq,en,42,38
sq,eo,1,1
sq,fr,1,1
sq,it,9,6
sq,la,4,3
sq,sr,36,1
sq,tr,1,1
sq,uk,1,1
sq,zh,1,1
sr,bg,1,1
sr,bs,2,2
sr,ca,1,1
sr,cs,4,2
sr,de,5,3
sr,el,19,1
sr,en,65,53
sr,es,2,2
sr,fr,8,5
sr,gl,1,1
sr,he,1,1
sr,hr,15,7
sr,it,3,3
sr,ja,2,1
sr,ky,1,1
sr,mk,39,21
sr,ro,1,1
sr,ru,5,4
sr,rup,1,1
sr,sh,5,4
sr,simple,2,1
sr,sl,1,1
sr,sq,1,1
sr,tr,2,2
sr,uk,4,3
sr,vi,1,1
sr,wuu,1,1
ss,ak,1,1
st,as,1,1
st,en,5,3
st,es,1,1
st,ha,1,1
st,ur,1,1
su,fr,1,1
su,id,1,1
su,it,1,1
su,ru,1,1
sv,ar,10,6
sv,bg,1,1
sv,bn,1,1
sv,ca,2,2
sv,cs,5,4
sv,da,3,3
sv,de,6,6
sv,el,1,1
sv,en,65,59
sv,es,3,3
sv,fa,7,7
sv,fi,7,6
sv,fr,4,4
sv,gl,1,1
sv,haw,1,1
sv,he,2,1
sv,hr,1,1
sv,id,1,1
sv,it,1,1
sv,ja,6,5
sv,ka,1,1
sv,lt,2,1
sv,lv,2,1
sv,nb,10,6
sv,nl,2,2
sv,nn,2,2
sv,pl,4,3
sv,pt,1,1
sv,ro,1,1
sv,ru,11,3
sv,sh,1,1
sv,simple,1,1
sv,smn,7,1
sv,sq,1,1
sv,sr,1,1
sv,tr,3,3
sv,uk,1,1
sv,yue,1,1
sw,bn,1,1
sw,de,1,1
sw,en,19,16
sw,es,2,2
sw,fr,2,2
sw,hi,1,1
sw,pl,1,1
sw,tr,1,1
szl,csb,1,1
szl,gl,1,1
szl,oc,1,1
szl,tt,1,1
szl,uk,2,1
ta,ar,7,4
ta,chr,1,1
ta,da,4,1
ta,de,1,1
ta,en,57,53
ta,fr,1,1
ta,hi,2,2
ta,ja,3,2
ta,ko,2,2
ta,ml,4,3
ta,si,2,2
ta,te,2,2
ta,tr,1,1
ta,yue,2,1
ta,zh,1,1
tcy,en,1,1
te,bn,1,1
te,ckb,1,1
te,en,26,21
te,es,1,1
te,hi,2,2
te,ja,1,1
te,kn,2,2
te,ko,1,1
te,mr,1,1
te,ta,1,1
tg,en,7,5
tg,es,1,1
tg,fa,44,10
tg,ky,1,1
tg,os,1,1
tg,ru,11,2
tg,uz,18,5
th,en,56,53
th,es,1,1
th,fa,2,2
th,fr,1,1
th,ia,1,1
th,it,2,2
th,ja,1,1
th,km,2,2
th,ko,1,1
th,lo,2,2
th,mnw,3,1
th,my,2,2
th,ru,1,1
th,shn,1,1
th,sv,1,1
th,tr,2,2
th,vi,2,2
th,yue,2,1
th,zh,6,6
ti,ja,1,1
ti,ur,1,1
tk,az,1,1
tk,en,1,1
tk,tr,1,1
tk,uz,1,1
tl,am,1,1
tl,ast,1,1
tl,bcl,1,1
tl,en,14,12
tl,id,1,1
tl,pag,1,1
tl,scn,1,1
tl,uk,1,1
tn,en,3,3
to,en,2,2
tr,ar,29,21
tr,arz,4,2
tr,az,45,41
tr,ba,1,1
tr,bar,1,1
tr,bn,1,1
tr,bs,2,2
tr,bxr,1,1
tr,ckb,1,1
tr,cs,13,3
tr,cy,1,1
tr,da,1,1
tr,de,28,19
tr,diq,2,2
tr,el,3,3
tr,en,394,344
tr,eo,2,2
tr,es,10,5
tr,ext,1,1
tr,fa,21,20
tr,fi,1,1
tr,fr,17,13
tr,gag,2,2
tr,he,1,1
tr,hy,4,4
tr,id,4,2
tr,it,23,4
tr,ja,7,6
tr,ka,15,7
tr,kk,3,3
tr,ku,35,23
tr,ky,2,1
tr,lb,1,1
tr,li,1,1
tr,mn,1,1
tr,nb,1,1
tr,nl,1,1
tr,nn,1,1
tr,pdc,2,2
tr,pt,7,3
tr,rmy,1,1
tr,ro,2,2
tr,ru,9,6
tr,rup,1,1
tr,sh,4,1
tr,so,1,1
tr,sq,3,2
tr,sr,6,2
tr,sv,1,1
tr,sw,1,1
tr,tk,14,5
tr,tt,2,2
tr,ug,2,1
tr,uk,1,1
tr,ur,2,2
tr,uz,416,111
tr,zh,2,2
tr,zu,1,1
trv,zh,2,2
tt,ba,26,3
tt,en,1,1
tt,kcg,2,1
tt,ne,1,1
tt,ru,4,4
tt,sah,1,1
tt,uk,1,1
tt,ur,1,1
tw,en,1,1
tw,ny,1,1
ty,cy,1,1
ug,ar,1,1
ug,tr,1,1
ug,zh,1,1
uk,ar,3,3
uk,arz,1,1
uk,az,1,1
uk,be,64,16
uk,be-tarask,1,1
uk,bg,2,2
uk,ca,4,1
uk,co,3,1
uk,crh-latn,2,2
uk,cs,10,5
uk,csb,2,1
uk,de,4,4
uk,el,4,3
uk,en,134,118
uk,es,10,9
uk,et,1,1
uk,fi,1,1
uk,fr,12,8
uk,gl,1,1
uk,he,2,2
uk,hr,1,1
uk,hu,1,1
uk,hy,4,1
uk,id,1,1
uk,it,10,5
uk,ja,3,2
uk,ka,2,2
uk,ko,10,1
uk,lv,1,1
uk,mwl,1,1
uk,nl,1,1
uk,pdc,1,1
uk,pl,39,25
uk,pt,5,2
uk,ro,2,2
uk,ru,66,51
uk,rue,9,5
uk,sah,3,1
uk,sco,1,1
uk,simple,2,2
uk,sk,2,2
uk,sl,2,2
uk,smn,1,1
uk,sr,41,1
uk,sv,6,2
uk,szl,1,1
uk,tg,2,1
uk,th,2,2
uk,tk,1,1
uk,tr,1,1
uk,tt,1,1
uk,uz,5,3
uk,zh,3,2
ur,ar,3,1
ur,bn,4,2
ur,ckb,1,1
ur,de,1,1
ur,en,40,36
ur,gu,1,1
ur,hi,2,1
ur,ja,2,2
ur,kk,1,1
ur,ks,1,1
ur,pnb,1,1
ur,ps,2,1
ur,sd,7,1
ur,simple,1,1
ur,skr,11,1
ur,uz,12,2
uz,az,1,1
uz,de,1,1
uz,en,69,58
uz,hu,1,1
uz,kaa,31,22
uz,kk,4,4
uz,ky,6,3
uz,mt,1,1
uz,ru,36,35
uz,tg,3,2
uz,tk,1,1
uz,tr,9,5
uz,zh,1,1
vec,it,1,1
vep,ig,1,1
vi,ak,1,1
vi,ang,3,1
vi,ar,1,1
vi,arz,3,1
vi,as,2,1
vi,be-tarask,4,2
vi,ca,2,2
vi,chr,2,1
vi,cs,3,1
vi,da,1,1
vi,de,1,1
vi,dty,1,1
vi,eml,1,1
vi,en,82,63
vi,fr,6,5
vi,gl,1,1
vi,hak,2,1
vi,he,1,1
vi,hi,2,1
vi,ht,1,1
vi,ia,2,1
vi,id,7,2
vi,iu,2,1
vi,ja,1,1
vi,jbo,1,1
vi,ko,7,5
vi,lfn,1,1
vi,mg,1,1
vi,mn,2,1
vi,nan,2,1
vi,om,1,1
vi,pap,2,1
vi,pcd,1,1
vi,pdc,1,1
vi,pl,1,1
vi,pt,1,1
vi,ro,1,1
vi,ru,2,1
vi,rue,1,1
vi,sh,2,1
vi,simple,11,4
vi,so,1,1
vi,sr,1,1
vi,ta,1,1
vi,ti,1,1
vi,uz,42,4
vi,vls,1,1
vi,vo,1,1
vi,wa,2,1
vi,wo,9,2
vi,wuu,5,1
vi,yue,4,2
vi,zh,4,4
vls,nl,2,2
vo,fr,1,1
vo,rue,1,1
war,az,2,1
war,en,3,3
war,fr,3,3
war,hi,1,1
war,su,1,1
war,zh,1,1
wuu,zh,2,2
xh,en,1,1
xmf,ur,1,1
yi,he,4,4
yi,pt,1,1
yi,tr,2,1
yo,en,2,2
yo,id,1,1
yo,ig,1,1
yo,mhr,1,1
yue,en,2,2
yue,zh,13,13
zh,ar,5,4
zh,ary,1,1
zh,az,1,1
zh,bho,1,1
zh,cdo,1,1
zh,ceb,1,1
zh,cs,2,2
zh,de,2,2
zh,en,220,192
zh,es,6,6
zh,fa,1,1
zh,fr,4,4
zh,ga,1,1
zh,gan,2,2
zh,hak,3,1
zh,he,2,2
zh,id,3,3
zh,it,3,3
zh,ja,99,60
zh,kk,1,1
zh,ko,25,15
zh,la,1,1
zh,lzh,11,10
zh,ms,2,2
zh,nan,11,3
zh,pl,2,2
zh,pt,3,3
zh,ru,4,3
zh,shn,1,1
zh,simple,2,1
zh,so,1,1
zh,sq,1,1
zh,sr,7,1
zh,th,9,9
zh,tr,3,3
zh,uk,3,3
zh,uz,33,11
zh,vi,46,19
zh,wuu,3,2
zh,yue,29,26
zu,as,1,1
zu,en,3,3
ab,id,1,1
ace,bn,1,1
ace,id,1,1
ace,nov,1,1
ace,tn,1,1
ady,kbd,1,1
af,am,1,1
af,ar,1,1
af,ast,2,1
af,ca,3,3
af,ceb,2,1
af,da,1,1
af,de,3,3
af,en,43,22
af,eo,6,1
af,es,4,4
af,fi,1,1
af,fr,5,5
af,gl,4,2
af,haw,3,3
af,he,2,2
af,hu,6,2
af,km,7,1
af,nds-nl,2,1
af,nl,21,14
af,nso,9,1
af,pa,1,1
af,pt,1,1
af,ro,2,2
af,ru,7,5
af,si,1,1
af,st,2,2
af,tn,1,1
af,tr,3,3
af,tt,1,1
af,uk,4,2
af,uz,1,1
af,xh,3,1
af,zu,2,2
ak,en,6,5
ak,hif,1,1
ak,tw,1,1
am,ar,1,1
am,en,1,1
am,es,1,1
am,fr,2,2
am,hu,1,1
am,ja,1,1
am,my,1,1
am,om,95,2
am,ti,4,1
am,ur,1,1
an,ca,57,12
an,co,1,1
an,en,1,1
an,es,314,25
an,eu,1,1
an,gl,10,4
an,pt,1,1
ang,en,2,2
ang,gl,1,1
ang,zh,1,1
ar,af,4,3
ar,am,4,2
ar,an,1,1
ar,ang,1,1
ar,arc,1,1
ar,ary,67,23
ar,arz,701,63
ar,as,1,1
ar,ast,5,3
ar,az,12,7
ar,azb,3,3
ar,ba,1,1
ar,bg,1,1
ar,bn,134,35
ar,bo,9,4
ar,bs,2,2
ar,ca,13,9
ar,ceb,21,1
ar,chr,1,1
ar,ckb,655,44
ar,co,2,1
ar,cr,21,6
ar,cs,5,5
ar,cy,3,3
ar,da,5,4
ar,de,23,22
ar,dv,6,3
ar,dz,5,1
ar,ee,4,1
ar,el,10,7
ar,en,704,475
ar,eo,8,5
ar,es,72,50
ar,eu,2,2
ar,fa,257,69
ar,ff,1,1
ar,fi,3,3
ar,fj,3,1
ar,fo,1,1
ar,fr,551,324
ar,frr,1,1
ar,gan,2,1
ar,gl,13,4
ar,gsw,1,1
ar,ha,4,4
ar,he,76,40
ar,hi,6,4
ar,hr,2,2
ar,hsb,1,1
ar,ht,6,3
ar,hu,3,3
ar,hy,2,2
ar,hyw,4,1
ar,id,14,13
ar,is,3,2
ar,it,15,12
ar,iu,150,13
ar,ja,27,7
ar,kab,32,3
ar,km,2,2
ar,ko,6,5
ar,ku,18,6
ar,la,2,2
ar,ln,2,1
ar,lv,1,1
ar,ml,11,6
ar,mr,1,1
ar,ms,7,4
ar,mt,18,1
ar,my,1,1
ar,mzn,2,1
ar,nb,4,4
ar,nl,4,4
ar,nqo,12,4
ar,oc,1,1
ar,om,23,2
ar,ps,2,2
ar,pt,13,11
ar,ro,6,5
ar,ru,22,16
ar,rue,1,1
ar,sa,1,1
ar,sat,1,1
ar,sc,1,1
ar,scn,1,1
ar,sco,1,1
ar,sd,2,1
ar,sh,1,1
ar,shi,5,2
ar,si,2,1
ar,simple,10,8
ar,skr,1,1
ar,sn,1,1
ar,so,76,8
ar,sq,8,4
ar,sr,2,2
ar,st,4,2
ar,su,7,3
ar,sv,14,9
ar,sw,6,3
ar,szl,1,1
ar,ta,7,4
ar,tg,1,1
ar,th,21,3
ar,tr,63,44
ar,ug,4,4
ar,uk,7,7
ar,ur,206,26
ar,uz,69,18
ar,wo,5,1
ar,xh,2,2
ar,yi,6,4
ar,yo,1,1
ar,zh,6,4
ar,zu,2,2
arc,he,1,1
ary,an,1,1
ary,ar,14,10
ary,ban,1,1
ary,ca,1,1
ary,cbk-zam,1,1
ary,ckb,1,1
ary,es,2,2
ary,fr,7,7
ary,ig,1,1
ary,it,2,2
ary,iu,1,1
ary,ja,1,1
ary,ta,1,1
arz,ar,113,26
arz,ckb,1,1
arz,cr,1,1
arz,en,3,3
arz,fa,3,3
arz,fr,2,2
arz,mzn,1,1
arz,ru,2,2
arz,simple,1,1
arz,uk,1,1
arz,ur,2,2
as,bn,11,6
as,en,8,6
as,hi,9,4
as,ne,1,1
as,ta,1,1
ast,an,2,2
ast,ary,1,1
ast,ca,6,5
ast,en,3,3
ast,eo,3,1
ast,es,94,47
ast,eu,1,1
ast,ext,7,5
ast,fa,1,1
ast,fr,1,1
ast,gl,57,7
ast,he,2,2
ast,it,1,1
ast,ja,1,1
ast,mk,1,1
ast,nn,3,1
ast,oc,1,1
ast,pt,5,3
ast,sv,1,1
ast,zh,2,2
av,ab,1,1
av,ar,1,1
av,az,1,1
av,ba,1,1
av,ce,1,1
av,fr,1,1
av,lbe,1,1
av,lez,1,1
av,os,1,1
av,ru,3,3
awa,hi,1,1
az,af,1,1
az,am,1,1
az,ang,1,1
az,ar,19,7
az,arz,1,1
az,azb,67,13
az,ba,6,4
az,be,5,4
az,bg,6,4
az,bn,1,1
az,bs,2,2
az,ca,4,3
az,ceb,3,3
az,co,1,1
az,cs,2,2
az,cv,1,1
az,cy,2,2
az,de,5,5
az,diq,1,1
az,el,1,1
az,en,104,93
az,eo,3,3
az,es,20,16
az,et,1,1
az,eu,2,2
az,fa,31,20
az,fi,1,1
az,fr,12,12
az,ga,1,1
az,gag,8,1
az,gd,1,1
az,gl,6,4
az,gu,1,1
az,haw,1,1
az,he,13,3
az,hi,1,1
az,ht,1,1
az,hu,3,3
az,hy,9,8
az,it,5,3
az,ja,2,2
az,ka,61,15
az,kk,1,1
az,km,1,1
az,ko,2,2
az,ku,1,1
az,ky,4,2
az,lo,1,1
az,lt,2,2
az,mg,1,1
az,mi,1,1
az,mk,1,1
az,ml,1,1
az,mn,1,1
az,mr,1,1
az,ms,1,1
az,my,2,2
az,mzn,1,1
az,nb,3,2
az,nl,3,3
az,or,1,1
az,pa,1,1
az,pl,4,3
az,ps,1,1
az,pt,7,7
az,ro,1,1
az,ru,231,114
az,rw,1,1
az,sd,1,1
az,simple,2,2
az,sk,2,2
az,sm,1,1
az,so,1,1
az,sq,3,3
az,sr,2,2
az,su,1,1
az,sw,1,1
az,ta,1,1
az,tg,4,4
az,tk,2,2
az,tl,1,1
az,tr,479,211
az,tt,3,3
az,ug,4,2
az,uk,22,14
az,ur,7,3
az,uz,37,20
az,xh,1,1
az,yue,2,1
az,zh,1,1
azb,ar,1,1
azb,az,4,3
azb,en,2,2
azb,fa,8,4
azb,tk,1,1
azb,tr,6,5
ba,be,1,1
ba,crh-latn,1,1
ba,el,4,2
ba,en,1,1
ba,fa,1,1
ba,gl,2,2
ba,it,1,1
ba,ky,2,1
ba,mk,1,1
ba,myv,1,1
ba,ru,44,24
ba,sh,1,1
ba,tr,1,1
ba,tt,2205,32
ba,uk,11,2
ban,el,1,1
ban,id,2,2
bar,ar,1,1
bar,arz,1,1
bar,ca,1,1
bar,de,2,2
bar,en,2,2
